title,year
Kakumeiki Valvrave: Ryuusei no Otome,2013
Nanchatte Cinderella Series (Light Novel),2016
Unmei no Tsugai: Hatsujou Suru Karada,2017
Boku no Tsugai wa Hatsujou Ookami,2017
Ookami no Matsuei: Toraware no Hanayome (Light Novel),2019
Bakkatsu! Bakushu Kassai,2018
Sphericon,2013
Hanjuu,2012
Raira to Shinita Gari no Kemono,2016
Itoshi Nuite mo Ii desu ka,2008
Kimi ga Daisuki Nanda,2007
Wakusei Garaga,1984
Sono Ki ni Sasete,2019
Second Coming,2014
Animal Harassment,2017
Motto! Butsuzou ni Koishite,2015
Butsuzou ni Koishite,2015
Sakurada Reset (Light Novel),2009
Ojou-sama wa Ice ga Osuki.,2016
Kuroneko Quincat,2017
Sensei! Yasumasete Kudasai!,2015
Ryouchou wa Ryouri Jouzu,2016
Mobile Suit Gundam: Blue Destiny,2015
Kill Wizard,2006
Satoremasen Manji,2017
Shiikuin no Senpai wo Kansatsu Shite Mimashita.,2018
"Bento Yabai yo, Minase-san",2017
Futatsu Yane no Shita,2017
Shounenhou no Koro,2017
Amaku Tokokete Daite.,2007
Kuzukago Mountain,2018
Hoshi no Ouji-sama,2017
Sokuseki Sentai Love & Piece,2007
Kyou no Koi no Diagram,2013
Sweet Sweet Revenge,2017
Taihen Furyouku Dekimashira,2014
Taiyou ga Mite Iru (Kamo Shirenai Kara),2014
Tappuri Koi o Meshiagare,2017
Ten ni Kou,2013
Ten to Mitsugihime,2015
Sei Rei,2015
100% Pascal-sensei,2015
Tokyo Palette,2016
"Haikei, Mayumi-sama.",2016
Tounan Kadobeya,2013
Ubawareta Ryoshuu-hime: Pharaoh no Gekiai ni Oujo wa Oboreru (Light Novel),2013
Touring EXP. Euro,2009
Barikyari to Shinsotsu,2018
Tribology,2015
Tsuki no Katamuku Yoru ni,2015
Tsuki to Yubisaki no Aida,2016
Tsukumo-kun no Ai wa Machigatte Iru,2015
Tsumi x Batsu - Yoru ni Homegoto,2015
Tsumugi to Hakoniwa Monster,2016
Usotsuki Mirage,2007
Wagashi no An,2015
Wareware wa Uchuujin da!!,2015
Warui Hito,2014
Watashi wa Pen de Sekai o Kaeru,2015
Noraneko/Nocturne,2016
X=: X wa Nazotoki ga Osuki,2018
Princess Agents (Novel),2009
Heroic Age,2007
Cocktail,2015
Bonkura,2012
Gargantia on the Verdurous Planet (Light Novel),2013
Chocolate Junkie,2012
Nimo Kakawarazu,2013
Our Big Brother Has A Pit In His Brain (Novel),2015
Bartender à Tokyo,2013
Meitei! Kaijuu Sakaba,2015
"Fuku Nante, Doudemo Ii to Omotte Ita.",2014
Bartender à Paris,2012
Bartender 6stp,2016
Meitei Sumire-san.,2014
Meitei Girl,2015
Champagne,2018
Kouya no Gourmet,2015
HOTELIER,2018
Kirei na Onee-san to Nomu Osake wa Suki Desu ka?,2017
Kasumi Tanabiku,2010
Sommelier,1996
Buu,2013
Complete Jazz Comic Collection,1992
Fuuryuu Tsumami Doujou,2006
Kachou to Watashi no Okazu Michi,2015
Koufuku Zanmai,2015
Cocktail Prince,2016
Ooedo Komori Zake,2017
Ooedo Sakamichiraku,2005
Ooedo Tabe Koroji,2011
Ooedo Yoidore Kikou,2014
Roswell Hosoki no Gourmet Tamatebako,2015
Roswell Hosoki no Sake to Men,2011
Sake no Hosomichi,1994
Sake no Hosomichi a la Carte,2008
Sake no Hosomichi Recipe: Shiki no Aji,2005
Ankoku Kishi Danchou to Seishun Garu,2017
Sake no Hosomichi: Nonbee Sanpo,2006
Sake no Hosomichi: Shukou Recipe Shuu,2008
Taberu Kado ni wa Fuku Kitaru,2009
Tabezou,2001
Tokimeki Jazz Time,2002
Totsugeki! Hashigo Nomi,2013
U (Hosoki ROSWELL),2010
Uogokoro Areba Tabegokoro,2004
Roots Beer,2017
Hatsuhana Saita ka,2017
Danzai no Dragnet,2018
Isekai Cheat Survival Meshi (Light Novel),2018
Having the Frenchman's Baby,2009
Ippon!! Shiawase no Nihonshu,2015
Ippai Ikimasu ka!,2008
Mou Ippai Ikimasu ka!,2018
Totono Ikimasu!!,2018
The 3-mei-sama,2001
Aabekku Shabadaa,2006
Kimi! Saiyo,2013
Kuudere Sugiru Mirai no Yome no Mendou na 7-kakan (Light Novel),2013
Omegaverse no Futago Sosuu Yosou (Light Novel),2019
Record of Yun Hai Celestial Chef,nan
Aruchuu Wonderland,2015
Namapo no Poem-san,2018
Asakusa Oniyome Nikki: Amasake Kaoru wa Zensei no Yome to Heion ni Kurashitai.,2018
Asakusa Oniyome Nikki Series (Light Novel),2016
Gekkou Jourei,2008
Sailor Fuku to Himawari,2019
Sakura no Hana no Koucha Ouji,2012
Sanity: Zero,2017
35-sai kara no Osake Debut,2018
Sankaku Yanemachi Apato,2015
Chocolate Series (Light Novel),2016
Hakoniwa (Hiko SAKURAI),2017
Happy Revolution (Light Novel),2017
Hinako-san no Riyuu Ari na Hibi,2015
Hidamari no Tsuki,2017
Herz x Doll,2015
Heisei Project: Imitation Hero,2014
Hatsukoi Pierrot,2017
Hatsukoi o Dakishimeru,2016
Hatsukoi no Sekai,2016
Hatena Depart,2015
Haru Meguru,2012
Koi no Tonari ni wa Akuma ga Iru,2017
Request o Yoroshiku,2014
Renai Shoshinsha de Otesuu wo okake shimasu,2017
A Rare Type of Girl,2015
Sixteen Shoukougun,2013
Private wa Honnin ni Makasete Orimasu,2018
Platina Sonata,2015
Girls und Panzer: Momi no Ki to Tetsu no Hane no Majo,2018
Tetra-san no Oni-hime Jikkou,2018
Megami-sama no Ai ga Gui Gui Kuru,2018
Yowatomo,2018
Long Long Ago,2018
Black Cowl,2014
Anime Supremacy! (Light Novel),2012
The Inviolable Dolce,2014
Roommate (Miu MINAMI),2013
Life-saver Jailbreak: Doctor Enma,2008
For Qing Only,2017
Genetic Potential,2015
Doko ka de dare ka mo Tabete iru,2016
Himegoto Hiyori,2017
Machiawase,2009
Ai wo Kurae!!,2013
Tengoku wo Yumemiteru (Light Novel),2011
Bishoku Tantei Akechi Gorou,2015
Hoshino-san Chi no Aru to Kana,2015
8-banme no Cafeteria Girl (Light Novel),2013
Samishi Zashiki Sora no Nagusami,2009
Amaen ja Nee yo,2009
"Anta saa,",2016
BLOOMS SCREAMING KISS ME KISS ME KISS ME,2017
Himotoku Hana,2015
Mirai/Coffee: Kanojo no Koi. (Light Novel),2014
Koi no Charade,2013
Mangaka Gohan Nisshi,2015
Houkago Karte,2001
Boku wa Kanojo de Kanojo ni Muchuu! (Light Novel),2014
Wandering Wonder World,2014
Dam Manga,2014
OL Mangaka no Kitaku Meshi,2016
"Sou da, Tabehoudai Ikou.",2015
Sono Hi Sekai wa Owaru,2018
Bokutachi wa Dry ja Nai,1990
Wagamama Seishun Volley-bu!,1993
Gogai! Iwade Chagu Chagu Shinbunsha,2009
Ojuken Shimasu!,2001
Oh! Taiken Jidai,1988
Dolly♪Kanon,2012
Geko Girl,2017
Chijou de Ichiban Ikenai Chijou (Light Novel),2014
Hibi Mamemame to Mushiyashinai,2018
The Crow Loves Kyoto's Cuisine,2016
Bet.,2011
Shiiku no Jikan,2014
Jinsei wa Futsuka Dake,2014
Tsumamigui Bentou,2016
Mayonaka Gohan,2015
Koyomi Chronicle (Light Novel),2014
Rough Diamond: Manga Gakkou ni Youkoso,2014
Lalala Hallelujah!,2014
LOOOP,2016
"Because of AKIBA, Japan is Loved",2016
The Cat Poet,2013
Juju Noro!,2014
Seito Kaichou wa Burakon,2018
Shintouki: Teogonia,2018
Teogonia (Light Novel),2018
Hate no Shou Tsuushin,2018
Yuusei Koukou Game-bu!,2018
4-koma Comic Palette Parade,2018
Nikutaiha BL,2016
Strange,2014
Koufuku na Seikatsu,2015
Box!,2010
Eien no 0,2010
Kaizoku to Yobareta Otoko,2014
3rd St.,2015
Akira no Myoujou,1997
Dakkan,2004
ZeD,1991
Denju: Heisei Heta Koroshi,1994
Ace no Keifu,2011
Yoake no Villain (Light Novel),2016
Mobile Suit Gundam Unicorn: Bande Dessinee Episode 0,2017
Goro: Majan Gunrouki,2009
Jang Kubi,2010
Kakumei Triangle,1992
Mitsume-san wa Kyou mo Kanshoku,2016
Tonari no Yutoriman: Kore kara no Shakai wo Ninau (Kamo Shiranai) Jisedai Salaryman no Toriatsukai Setsumeisho,2013
Tokyo Mujirushi Joshi Monogatari,2010
Shoujo Fukkyuu Recovery Q,2015
Aa! Kyuushakai,2006
Double Cross,2005
Mikakunin Mirai Shoujo (Light Novel),2014
Gaki Keisatsu,2005
TS Witch Rie x Norn,2007
Two Toppu!,2003
BADBROS,2015
Sengoku Jinsei,2013
Ginrin,2004
Dolphin to Yukai na Nakamatachi,2016
Dolphin,2014
Aburemon Mahjong Rurouki,1985
Kanojo wa Kisei Shijo (Light Novel),2005
Anoko no Ude wa Niji no Tsuzuki,2006
Kusuguri Toushi no Zero Rumble (Light Novel),2016
Hizamazuite Kutsu wo Namero,2013
Valkyrie Ragnarok (Light Novel),2014
Mada nano My Hero!? (Light Novel),2012
Seiyuu Unit Hajimemashita. (Light Novel),2014
Junai wo Sagase! (Light Novel),2009
Fuyu Koimonogatari,1996
Motesuke,2013
Love Zombie!?,2018
Love Zombie!?: The Kiss,2018
Lucky Girl,2016
Koharu Note,2015
Koi Bakkari no Sekai de Watashi wa Kimi to,2018
Jinguuji no Misokagoto,2018
Joyful! Share Mate Bu,2016
Juku Sen,2014
Juushoku-san no Fukashigi na Hibi,2015
Kagetora-san to Yobanaide.,2014
Kaibutsu Biscuits,2016
Kamakurakesha Yamie Maki,2015
"16-sai, Kare ni Himitsu de Kimi to Kiss shita",2016
47 Todoufuken Gijinka Battle Yotoshichi!,2014
Aguri to Tane,2018
Amashi Amairo Amakoiji,2016
Aka-chan no Host,2013
Ai to Mogumogu,2018
Ai ni nante Oborenai,2018
Ai ga Shinu no wa Kimi no Sei,2018
Eien no Alice,2016
Hikikomori Yuusha no Tame ni Bishoujo Party ga Hitohadanugu you desu (Light Novel),2013
Shinwagoroshi no Fake Master (Light Novel),2014
Boku no Chi wo Suwanaide (Light Novel),1998
Boku ni Otsuki-sama wo Misenaide (Light Novel),2000
Kurenai no Trinity (Light Novel),2010
1945,1997
Black Jack: BJ x bj,2009
"Kaze yo, Banri wo Kake yo (Eri MOTOMURA)",2016
Omega no Koi wa Himitsu no Ko wo Dakishimeru: Cinnamon Roll no Kioku (Light Novel),2019
Mahou Tsukai de Hikikomori? (Light Novel),2018
Recchiri,2016
Kaminoko Nonoko,2018
Candy Cuties,2017
Candy Series,2013
Flower & Storm,2013
Me and the Tigress (Novel),2017
Kaoru's Cake House,2007
Haunted Campus (Chuumaru YOSHIDA),2015
Koiwazurai Freaks,2010
Gold Medal Streamer,2016
Future Card Buddyfight Ace,2018
The Story of LKY,2016
Forest Crisis,2015
Zenbu Joshikou no Sei da!,2014
Nelson Mandela: Higeki wo Kibou ni Kaeta Otoko,2016
Youkaimura no Mitsuko-tachi,2017
Arena!,2006
Akkiu no Dokomade Nomu no?,2004
Shounan Isoiso Ienomi Nikki,2014
Ouchi de Nomimasho.,2016
Koisuru Craft Beer: Chishiki Zero kara Konomi no Ippai ni Deaeru,2018
Nonnoma!,2014
Amane Atatameru,2012
An no Magomago Tosho Land,2014
Seiyuu-san to Do S na P-sama,2016
Analog Drop,2017
Onna no Sakamichi,2014
Anata no Omocha - Shinkonhen,2011
Angel Trumpet,2012
Ao no Hana: Utsuwa no Mori,2018
Onna Futari no Tokyo Wild Sakeba Tour,2012
Aoi Haru wa Naname Mae.,2016
Ashi-san,2011
Atokata no Machi,2013
Awadatsu Yoru: Zekkyou Gakkyuu Another Story,2015
Ballad,2013
Barairo no Seisen,2009
Vocaloid Triangle,2015
Boku ga Otona ni Shite Ageru,2017
Boku to Kiseki to Houseki to,2015
Boku to Kanojo no Etcetera,2016
Bokura no Chronostasis,2018
Bokura wa Ano Hi Koi wo Shita.,2016
Boukoku no Marguerite,2018
Megane Collection: The Bespectacled Gentlemen Anthology,2012
Bouzu Days,2007
"Senpai, Oshiete Kudasai",2015
Sentimental Letter,2015
Shinigami-tachi no Raison d'Être,2014
Shitsuji-sama no Okiniiri Encore!,2017
Shitsuji M,2014
Shougyokuden,2016
Shoujo Manga no Hajimekata,2015
Shounen Shoujo Shousetsuka - Danshi Koukousei no Kaku Shigoto,2015
Shunka Shuutou Days,2012
Training the Ghost Who Possessed My House,2013
Miyako Kaidan,2018
Kalanchoe,2018
Twin Signal Biennial,2018
Megane Sensei + Kiss,2016
Sleeping Beauty (Nao Doumoto),2013
"Sono Gokudou, Tennen ni Tsuki",2015
"Sono Toki, Kimi ga Naita",2016
Captain Commando,1994
Sorairo no Rinta,2015
No String Attached: Welcome to Strawberry M,2015
Soredemo Kimi ga,2015
Sinner,2015
Spice of Life,2018
Sugar no Hatsukoi,2018
Suisai,2015
Suit to Hiyokko,2018
Suki ni Narazu ni Irarenai,2016
Otoko Tomodachi ga Suki na Hito ni Kawatta Natsu ~ Daigaku-hen ~,2017
Haraheri Arata no Kyouto Meshi,2014
Kaguya-san wa Hansei Shinasai,2018
Dungeon Tuber!!!,2018
Majutsu Gakuin wo Shuseki de Sotsugyou shita Ore Boukensha wo Hajimeru no wa Sonna ni Okashii Darou ka (Light Novel),2018
Reset (Maki HASHIBA),2015
Rojiura Shippo Shinryousho,2014
Kurojishijou Kitan (Light Novel),2018
Rui wa Koi o Yobu,2018
Kill Love,2010
Otona no Kobayashi-kun,2016
Ou no Ibara Gaiden,2013
Yuruo-senpai to Watashi,2016
Ou no Ibara,2010
Oujo no Jouken,2014
Girls und Panzer: Saishuushou - Keizoku Koukou Harapeko Shokujidou,2018
Palm,1984
Nisekare (Kari),2017
Sci & Sorcery (Light Novel),2015
Noroware-san Chi no Oyome-sama,2015
Nyanko Kurashi,2017
Nuni Naryeo Kkot,2015
"Nyoubou, Kitsune Shitate",2016
Ochikubo - Ima wa Mukashi no Cinderella Story,2014
Okyuuryou wa Kareshi Desu,2017
Omachi Shitemasu Shitamachi Wagashi Kurimarudou,2016
Yoninsei Shimai Yurimonochou (Light Novel),2014
Tsumi yori Amai Ai ni Oborete,2007
Maru-Mayu,2002
Ore no Kanojo ga xxx wo Kitai Shiteite Shoujiki Komaru,2013
Amai Yatsura,2008
Amateur Slugger,2004
Ochiochi Shinenai: Shakkin Mamire no Ie de Nanbyou ni Natta Watashi no Life Hack,2018
Tartarus Gekijou,2009
Tartarus Gekijou Wild,2017
Koguchi-san to Boku no Biblia Fight-bu Katsudou Nisshi,2018
Koguchi-san to Boku no Biblia Fight-bu Katsudou Nisshi (Light Novel),2017
Aisare Omega no Shiawase Gohan (Light Novel),2019
Kare ga Ani wo Omega ni Suru,2018
Apollo no Ryakudatsu Omegaverse: Chigiri no Unmei (Light Novel),2019
Koyoi Tobikiri no Pudding Meshiagare: Horoniga Caramel to Amai Koibumi wo Soete (Light Novel),2018
Alpha no Tandeki: Public School no Koi (Light Novel),2018
One - Ai ni Naritai,1987
One Final - Mirai no Esquisse,2014
"Onee to Danshi, Tokidoki Gohan",2017
Onigiri Tsuushin - Dame Mama Nikki,2012
Ootori Kirika ni wa Okunote ga Aru!,2018
Ore ga Mahou o Kakete Yaru,2014
Oruto no Kumo kara,2013
Aoizora to Brocante,2018
Osananajimi ja Tarinee yo,2016
Usagi no Furafura,2018
"Osananajimi to, Kiss shitakunakunai.",2017
Oshiire no Shounen,2012
Maria!! Groove,2016
Kishi to Ohimesama,2011
Genocidal Organ (Novel),2007
Anten Epilogue,2018
Marimo no Hana - Saikyou Butouha Shougakusei Densetsu,2010
Pastel Memories,2018
"Maru, Batsu, Sankaku",2017
Girls Radio Days: Tamasasa Sisters no Nichijou,2018
Mei-chan no Shitsuji DX,2014
Meiji Shitsugyou Ninpouchou - Jaja Uma Shukun to Risutora Ninja,2008
Meiji Melancholia,2014
Mezametara Hana no Kiss,2014
Midara na Nettaigyo,2013
Mikansei Babies!,2016
Mikazuki to Nagareboshi,2014
Miyako no Hirune Monogatari,2013
Moment - Noroi no Kasa,2018
Motokare Imafure,2014
"Musunde, Hodoite, Kiss.",2017
Bokunchi no Yuurei,2017
Nagi to Arashi,2014
Namaiki S Doll,2015
"Natsu ni, Yuki ga Ochiru You ni",2018
Never Ever,2014
Niko to Fukigen na Shitsuji,2015
Nightmare Eater,2016
Wanoja,nan
Daisuki: Hikaru to Sakura,2010
Wake mo Naku Kanashiku Naru no,2012
Hana Monogatari,2011
Mahou Jika Hatsuden,2015
Pocket Monsters: RS-hen,2003
Chijou wa Pocket no Naka no Niwa,2011
Pocket Monsters: DP-hen,2006
Pocket Monsters: HG-SS-hen,2010
Pocket Monsters: BW-hen,2011
Pocket Monsters: Sun-Moon-hen,2016
Battle Story Rockman.Exe,2002
Kiwamero!! Pokemon BW,2011
Cross Fight B-Daman: Phoenix Densetsu,2012
Do Do Do Do Dodge!,2009
Honoo no Toukyuuji: Dodge Danpei,1989
Ganbare! Dodgeball Fighters,2003
Treasure Gaust: Shijou Saikyou no Hanta,2006
Animal Idol Land,2013
Double Deka: Seigi to Toki,2015
Koi no Unifura,2013
"Koishite, Namida. - Sonna Tsumori ja Nakatta no ni",2015
Ashita Hero ni Nareru! Dodgeball,2017
Neko Damari,2016
Bakufuu Dodge,1990
Dodge Fighter Shou,1992
Konzen Renai,2016
Korabo Mijikashi Tsudoeyo Otome,2016
Kore kara Hajimaru Koi o Oshiete,2013
"Kore Kara mo, Futari de.",2013
"Hajimete wa, Futari de.",2013
High Score (Aruko),2002
Koyamasou no Kiraware Mono,1985
Koyamasou no Kiraware Mono - Returns,2015
STEP (Yuki NAKAJI),1988
"Koyoi, Kaijin to Tea Time wo",2018
Kurotsuta Yashiki no Himegoto,2014
Kuro to Kuro,2011
Rare Jewel,2010
Kuusou Spin Flower,2013
Chou Jitaku Keibi Shoujo Chinori (Light Novel),2008
Honoo no Pro Bowler,1995
Kuzu no Kanojo - Demo Daisuki Nanda Mon,2017
Kyuutei Gaka no Urusai Blanca,2017
Just Pocket!,2007
The Man I Want to Forget,2009
Kyou Kanoko,2014
Lucky Strike! (Miso Oden),2009
Kyou kara Aniki desu!!,2013
Ore no My Ball,2000
Kyou mo Senpai to Katakoichuu.,2015
Audition! (Light Novel),2010
Issho ni Kakumei Shimasen ka? (Light Novel),2011
Kyou no Kon no Diagram,2016
Saigo no Strike,1970
Kiss no Sono Saki,2014
Ten Pin,2013
Heaven's Diary (Light Novel),2010
Kame no Jonson,2015
BowlinGood!!,2014
Houkago Kanojo,2016
Seitokai Versus! (Light Novel),2009
Kare-Kano.,2017
Watashi no Koi wa Chocolate,2014
Hitoyo Hitoyo ni Otomegoro,2012
Kareshi-sama ni wa Ara ga Enai,2017
Katakoi Miboujin,2015
Kataomoi Fever,2015
Kyupokano,2016
Kataomoi no Kakudo,2016
Kekkon x Renai.,2015
Kemono Onsen no Kemono Sou,2015
killerror/killerror,2017
Kimi ga Tonari ni Iru Nante,2015
Kimi to Tokei to Uso no Tou,2016
Kimi Tsunagi Hotaru,2014
Kimi wa Kowareta Ouji-kun,2017
"Kiminchi, Ano Hoshi no Tonari?",2016
Kinari no Hoshikuzu,2017
La Corda D'Oro: Blue Sky,2013
La Corda d'Oro 4,2016
Kirakira to Yoru ni Furu,2016
Kocchi no Mizu wa Amai no da,2016
Kocchi ni Oide yo.,2011
Kitsune no Yomeiri (Chiyori),2013
Saikai Haou no Musou Shihai (Light Novel),2015
"Kiss, Ichibyoumae",2018
Kiss Suru Machikado,2017
Ikki Mandara,1974
Fukigen na Prince,2013
Zenryaku. Neko to Tenshi to Doukyo Hajimemashita. (Light Novel),2010
Ore to Kanojo no Pandora Box (Light Novel),2011
Ore to Kanojo no Pandora Box,2011
Hinekure Sugi-kun,2016
Hishokon,2014
Hitodenashi no Kokoro,2016
Ken to Mahou to Gensou Ten (Light Novel),2019
Youkai Otoko Watch,2018
Futari no Oniichan to Maigo no Imouto,2018
Hoppe ni Gohan,2014
Horeta Hareta de,2017
Unicorn wo Otona ni Suru Houhou,2018
Houkago no Kenja,2014
Houkago Sensei to.,2016
Houkago Theater,2014
Hajime no Shokutaku,2014
Ichido wa Kanojo ni Nattemitai!,2018
Ichigo no Ouji to Entremet,nan
Idea no Hana,2012
Idol D-T-I,2016
Hanamusubi,2014
Hana to Monkey,2017
Hana to Kaibutsu,2015
Hakushaku-sama wa Amai Yoru ga Osuki,2014
Issunboushi to Hime no Koi,2017
Inaho Horizon,2016
Imaniho,2013
Igano Kabamaru★Sorikara,2015
Iga no Kabamaru,1982
Binetsu Danshi no Oose no Mama,2018
Hakoniwa Telepathy,2013
Koi wo Suru Hima mo Nai!,2010
Koredemo Manga Kenkyuubu: Line 4-koma,2013
Suki to Iu no wa Uso no Uso Desu,2013
101-kaime no Travail,1993
10Dance! Dance! Dance!!,2017
Adel,1985
Alice no Kadou,1997
Ani wa Kiken na Daifugou,2012
Ano Ko ni Osekkai,1979
Bad Girl,1989
Boku no Gal Shachou,2008
Boss to Koi ni Ochiru Houhou,2010
Boss to Seara no Keiyaku Kekkon,2013
Bourgogne no Koibito,2016
Cafe de Kimagure Beach,1994
Dekichatta,1994
Eien no Labyrinth,2001
Fugou Bengoshi wa Akage ga Osuki / Oshunjinsama to Koi no Keiyaku,2010
Fuufu wa Tenka no Mawarimono,1995
Genkai Scandal,2013
Gokudou Manager,2011
Gouman Bengoshi to Koi no Battle,2013
Gouman Shachou to Ai no Keiyaku / Reitetsu Shachou to Koi no Senryaku,2015
Gouman Sheikh ni Goyoujin,2009
Hanayome wa Fukurettsura,1986
Hollywood Star no Koibito,2015
Hotel e Ikou,1991
HR de Tsukamaette,2004
Healing Elegy,2011
Kannushi-sama wa Sugoirashii,1989
Kare no Queen Kanojo no GP,1996
Kare to Kanojo no Ieie,1996
Kare wa Kiken na Millionaire,2014
Ibarahime to S no Juushatachi: M-shiki Princess Bangai-hen,2012
Itai no Itai no Tonde Iku,1996
Kinpatsu no Sheikh,2016
Koi wa Kiken na Prince to / SP wa Pretty Woman,2011
Konya mo Nemurenai (Miwa SAKAI),2016
Kyoushi ni Yarasena! S.T.J,2002
Koushaku-sama no Itomekata,2015
Kowagari Reibaishi to Ijiwaru Daifugou,2013
Lady's Comic Nanka Iranai,1989
He'll Be Mine... For a Limited Time,2012
Liar Love: Usotsuki no Houshuu,2013
"My Younger Lover, The Superstar",2013
Majime Onna de Gomennasai,2006
"Kare wa Aru Asa, Totsuzen ni",2012
Majime Otoko ni Goyoujin!,2005
Momoiro Otogizoushi,2006
Mama wa Yashi no Miwari,1998
Manhattan Sunset,1985
Marriage Marriage Marriage!!,2008
Mashou no Ou-sama: Love King,2009
Message... Sayuri,1991
Migawari Lady to Screen no Koibito,2014
Delicious Prince,2008
Milk Time ni Sasayaite,1982
Kiss Shite Hoshii,2009
The Dollmaker and His Sharp-Tongued Muse,2012
Yowamushi-kun to Knight-sama,2011
Mouichido Aishite!,1982
Boulangerie no Ouji-sama,2011
Joushi no Koibito,2011
Futari no Netsuryou,2009
Hakutei no Erica,2019
Dorei Hime,2017
Cinderella no Mori,1975
Kusari de Tsunaide,2009
Ohayou Keijirou,1989
King Maker! (Light Novel),2018
Yoshiwara Lament (Light Novel),2013
Song Road,2013
Onnanoko no Karada ni Irekawacchau Anthology Comic,2016
Koisuru Karada ni Kiitemite,2000
Royal Straight Flush,1992
Naisho x Boy,2001
Nakimushi Lunch,2012
Namida no Kajitsu,1996
Oku-sama wa 28-sai,1994
Ookami-sensei no Okiniiri,2013
Ou-sama to Hakui no Cinderella,2012
Ouji-sama to Issho yo,2000
Playboy no Amai Wana,2011
Queen no Nedan,2015
Sailor Blue no Seishun,1980
Sheikh no S wa Sado no S,2010
Shimokitazawa de Rocket Punch,2000
Shimokitazawa de Uraurara,1997
"Sono Otoko, Wagamama Nitsuki",1990
"Sono Otoko, Wagamama Nitsuki +α",2001
"Sono Otoko, Wagamama Nitsuki Ami Ban",2005
"Sono Otoko, Wagamama Nitsuki Infinity",2004
"Sono Otoko, Wagamama Nitsuki Plus",1998
Sukisa Sukisa Sukisa,1989
Toshishita Sheikh no Amai Yuuwaku / Toshishita no Kiken na Mitsuyaku,2014
Wakeari Oujo to Bodyguard / Miranda no Daishippai,2013
Watashi no Hana wa Ten yori Takai,1991
Zettai Sympathy,2014
Sore Yuke Hihoukan,1993
Star Blazers: Space Battleship Yamato 2199,2012
Release the Spyce: Naisho no Mission,2018
Zashiki Warashi no Dairinin,2017
Zashiki Warashi no Dairinin (Light Novel),2015
